"592","TULSA WORLD - OK                                            ","NEWSPAPER                ","    ",
"593","IRON AGE, THE                                               ","DOVER PRINTING CO        ",,
"594","EVENING STAR - WASHINGTON DC                                ","NEWSPAPER                ","    ",
"595","HUNTERDON HISTORICAL NEWSLETTER                             ","HUNTERDON CO H.S.        ",,
"596","FAIRBANKS DAILY NEWS-MINER                                  ","NEWSPAPER                ",,
"597","CORNERSTONE, THE - U OF AK                                  ","NEWSLETTER               ",,
"598","EARLY OHIO TAX RECORDS                                      ","ESTHER W ROWELL          ",,
"599","WISCONSIN STATE JOURNAL - MADISON                           ","NEWSPAPER                ",,
"601","ASBURY PARK PRESS - NJ                                      ","NEWSPAPER                ",,
"602","HISTORY OF NJ COAST                                         ","LEWIS PUB CO             ","1902",
"603","PORTRAIT & BIOG REC OF HUNTERDON & WARREN CO NJ             ","CHAPMAN PUB CO           ","1898","9512             "
"604","COLLECTIONS OF NJ HIST SOC                                  ","NJ HIST SOC              ",,
"605","COURTS & LAWYERS OF NJ 1661-1912                            ","LEWIS PUB CO             ","1912",
"606","FIRST PRESBY CH AT MORRISTOWN NJ 1742-1885                  ","PRESB CH                 ",,"1304             "
"607","VILLAGE AT WAR                                              ","DONALD WHITE             ","1979","9536             "
"608","MENDHAM-CHESTER TRIBUNE                                     ","NEWSPAPER                ",,
"609","RECORD OF HENRY ~ ANNE CLARK                                ","HENRY S CLARK            ","1909","9544             "
"610","GRAVEYARD OF PRESB CH AT NEW PROVIDENCE NJ N9551            ","PRESB CH                 ","1990","9551             "
"611","FIRST PRESBYTERIAN CONGREGATION MENDHAM NJ                  ","HELEN M WHIGHT           ","1939",
"612","HISTORY & RECORDS OF METH EPISCOPAL CH MENDHAM NJ           ","HELEN M WRIGHT           ","1938",
"613","GENEALOGY OF THE BALCH FAMILIES                             ","GALUSHA B BALCH          ","1897",
"614","TRUE DEMOCRATIC BANNER - MORRISTOWN NJ                      ","NEWSPAPER                ",,
"615","DAILY RECORD - MORRISTOWN NJ                                ","NEWSPAPER                ",,
"616","MORRIS REPUBLICAN - MORRISTOWN NJ                           ","NEWSPAPER                ",,
"617","PALLADIUM OF LIBERTY - MORRISTOWN NJ - 1808-1834            ","NEWSPAPER                ",,
"618","TRANSCRIPTS                                                 ",,,"9653             "
"619","HISTORICAL COLLECTIONS STATE OF NJ                          ","BARBER & HOWE            ","1844",
"620","MARRIAGE RECORDS OF HUNTERDON CO NJ 1795-1875               ","HIRAM E DEATS            ",,
"621","HANOVER (NJ) PRESB CH                                       ",,,"9530             "
"622","CHESTER (NJ) FIRST CONG CH                                  ",,,"9531             "
"623","MENDHAM & NEIGHBORING TOWNSHIPS MORRIS CO NJ                ","HELEN WRIGHT             ","1935",
"624","TOMBSTONES INSCRIPTIONS HILLSIDE CM MADISON NJ              ","HENRY W PILCH            ","1935",
"625","MARRIAGE NOTICES NEWSPAPERS OF MORRISTOWN NJ                ","FREDERICK CANFIELD       ","1926",
"626","OUR PEOPLE & WHERE THEY REST                                ","TYNER                    ","1969",
"627","BUNNELL FAMILY, THE                                         ","LOIS WYCKOFF             ","1995",
"628","HUNTINGDON VALLEY GLOBE - PA                                ","NEWSPAPER                ",,
"629","GRAVEYARDS AT WHIPPANY - HANOVER NJ                         ","WHEELER & HALSEY         ","1894",
"630","UNION LEADER - MANCHESTER NH                                ","NEWSPAPER                ",,
"631","ORANGE COUNTY REGISTER - CA                                 ","NEWSPAPER                ",,"J325             "
"632","NEWARK (NJ) DAILY JOURNAL                                   ","NEWSPAPER                ",,
"633","NEWARK (NJ) EVENING NEWS                                    ","NEWSPAPER                ",,
"634","STANHOPE EAGLE - NJ                                         ","NEWSPAPER                ",,
"635","STAR LEDGER - NEWARK NJ                                     ","NEWSPAPER                ",,
"636","SENTINAL, THE - ROCHESTER IN                                ","NEWSPAPER                ",,
"637","HISTORY OF CHESHIRE CT                                      ","BEACH                    ",,
"638","DAILY PILOT - PLYMOUTH IN                                   ","NEWSPAPER                ",,
"639","COLEBROOK NEWS & SENTINEL, THE - NH                         ","NEWSPAPER                ",,
"640","PRESS TELEGRAM - LONG BEACH CA                              ","NEWSPAPER                ",,
"641","OSKALOOSA HERALD - IA                                       ","NEWSPAPER                ",,
"642","LITZENBERGS IN AMERICA 1750-1947, THE                       ",,,
"643","GEOGRAPHY & hISTORY OF DIGBY COUNYY NOVA SCOTIA CAN         ","ISAIAH WILSON            ","1900",
"644","HISTORY OF LITTLE PINE VALLEY LYCOMING COUNTY PA            ","HARRY STEPHENSON         ","1992","9907             "
"646","MONTROSE INDEPENDENT - MONTROSE PA                          ","NEWSPAPER                ",,
"647","SUSQUEHANNA COUNTY INDEPENDENT - PA                         ","NEWSPAPER                ",,
"648","MESHOPPEN ENTERPRISE - MESHOPPEN PA                         ","NEWSPAPER                ",,
"649","MONTROSE DEMOCRAT - MONTROSE PA                             ","NEWSPAPER                ",,
"650","TIOGA COUNTY AGITATOR - WELLSBORO PA                        ","NEWSPAPER                ",,
"651","MANSFIELD ADVERTISER - TIOGA COUNTY PA                      ","NEWSPAPER                ",,
"652","WELLSBORO GAZETTE - PA                                      ","NEWSPAPER                ",,
"653","INDEPENDENT REPUBLICAN - SUSGUEHANNA COUNTY PA              ","NEWSPAPER                ",,
"654","SPECTATOR - SUSQUEHANNA COUNTY PA                           ","NEWSPAPER                ",,
"656","LYCOMING GAZETTE - WILLIAMSPORT PA                          ","NEWSPAPER                ",,
"657","DAILY GAZETTE - WILLIAMSPORT PA                             ","NEWSPAPER                ",,
"658","GAZETTE & BULLETIN - WILLIAMSPORT PA                        ","NEWSPAPER                ",,
"659","GENEALOGICAL GLEANINGS IN ENGLAND-ABS OF WILLS              ","HENRY F WATERS           ","1907","E215             "
"660","BURNELL GENEALOGY 1578-1994                                 ","McMINN & STECKINO        ","1994","A236             "
"661","PERPETUITY OF THE BURNELL NAME                              ","ARTHUR T BURNELL         ","1932",
"662","MAINE OLD CEM ASSOC CEM INSCRIPTIONS PROJECT-CUMB CO        ",,,
"663","PORTLAND PRESS HERALD - ME                                  ","NEWSPAPER                ",,
"664","GRAND RAPIDS HERALD - MI                                    ","NEWSPAPER                ",,
"665","SIDNEY TIMES - IL                                           ","NEWSPAPER                ",,
"666","DAILY JOURNAL - ELIZABETH NJ                                ","NEWSPAPER                ",,
"667","WASHINGTON POST - DC                                        ","NEWSPAPER                ",,
"668","PRESS, THE - ATLANTIC CITY NJ                               ","NEWSPAPER                ",,
"669","EXPRESS-TIMES, THE - EASTON/PA                              ","NEWSPAPER                ","    ","J670             "
"670","DAILY FREE PRESS - EASTON PA                                ","NEWSPAPER                ",,
"671","BEAUFORT GAZETTE - SC                                       ","NEWSPAPER                ",,
"672","PORTRAIT & BIOGRAPHICAL ALBUM OF LENAWEE CO ME              ",,,
"673","GRAVESTONE RECORDS OF LENAWEE CO MI                         ","HARRIET BOWEN            ","1936",
"674","ADRIAN DAILY TELEGRAM - MI                                  ","NEWSPAPER                ",,
"675","BALDWIN GENEALOGY 1500-1881                                 ","CHARLES C BALDWIN        ","1881",
"676","HISTORY OF ONONDAGA CO NY                                   ","W W CLAYTON              ","1878",
"677","ENCYCLOPEDIA OF THE NEW WEST                                ","JOHN HENRY BROWN         ","1881","B477             "
"678","GEORGE W BONNELL FRONTIER JOURNALIST IN REPUB OF TX         ","JOHN WALLACE             ","1966","B468             "
"679","HISTORY OF TEXAS                                            ","J M MORPHIS              ","1874","B471             "
"680","NEW HANDBOOK OF TEXAS                                       ","TX ST HIST ASSOC         ","1996","B479             "
"681","CHARLESTON TIMES - SC                                       ","NEWSPAPER                ",,
"682","BIOGRAPHICAL DICTIONARY OF AMERICAN EDUCATORS               ","JOHN F OHLES             ",,
"683","HISTORY OF ALLEGANY CO NY                                   ","JOHN S MINARD            ","1896","222/B538         "
"684","FT FAIRFIELD REVIEW - ME                                    ","NEWSPAPER                ",,
"685","PRESS & SUN-BULLETIN - BINGHAMTON NY                        ","NEWSPAPER                ",,
"686","FRANK BRUEN COLLECTION - NEW JERSEY HISTORICAL SOC          ",,,
"687","HERALD-PRESS - ST JOSEPH MI                                 ","NEWSPAPER                ",,
"688","RURAL DIRECTORY OF BERRIEN CO MI                            ","WILMER ATKINSON CO       ","1922",
"689","MAP OF ROYALTON TWP-BERRIEN CO MI                           ",,"1860","B656             "
"690","A GENEALOGICAL REPORT OF THE MAGIE FAMILY                   ","WM MAGIE JR              ","1993",
"691","BONNELL HOUSE ELIZABETH NJ BROCHURE                         ","EDGAR M GIBBY            ",,"B671             "
"692","ANDERSON INDEPENDENT- MAIL -  SC                            ","NEWSPAPER                ",,
"693","MENDHAM CEMETERIES OLD & NEW 1747-1945                      ","HELEN WRIGHT             ","1952","B714             "
"694","HISTORY OF CHATHAM NJ SETTLEMENT THRU REV WAR               ","AMBROSE VANDERPOEL       ",,"B731             "
"695","HISTORY OF HUNTERDON & SOMERSET COUNTIES NJ                 ","JAMES SNELL              ","1881","B736             "
"696","OUR BONNELL STORY                                           ","LOUIS BONNELL FRYE       ","1989","B741             "
"697","HOUSEHOLD GUIDE & INSTRUCTOR                                ","T F WILLIAMS             ","1882","A898             "
"698","CEMETERIES OF GUERNSEY CO OHIO                              ","MADISON CHAPTER          ",,"A900             "
"699","PIONEER CEMETERIES OF GUERNSEY CO OHIO                      ","CONNER & GOODPASTER      ","1963","A902             "
"700","BETHLEHEM UNITED PRESBYTERIAN CHURCH 1730-1980              ",,,
"701","NEW JERSEY IN THE AMERICAN REVOLUTION 1763-1783             ","LARRY GERLACH            ",,"B762             "
"702","WHO IS WHO IN FREE MASONRY                                  ",,,
"703","TAYLOR DAILY PRESS - TX                                     ","NEWSPAPER                ",,
"704","PROGRESS INDEX, THE - PETERSBURG VA                         ","NEWSPAPER                ",,
"705","MARSHALL NEWS MESSENGER - TX                                ","NEWSPAPER                ",,
"706","PEDRICK PAPERS - FOND DU LAC LIBRARY/WI                     ",,,
"707","OHIO MARRIAGES RECORDED IN CO COURTS TO 1820 INDEX          ","OHIO GEN SOC             ","1996",
"708","COMMEMORATIVE & BIOGRAPHICAL RECORD CLEARFIELD CO PA        ",,,"B832             "
"709","WILMINGTON MORNING STAR - NC                                ","NEWSPAPER                ",,
"710","NEWS & OBSERVER - RALEIGH NC                                ","NEWSPAPER                ",,
"711","LIVINGSTON ENTERPRISE - MT                                  ","NEWSPAPER                ",,
"712","POST-STANDARD - SYRACUSE NY                                 ","NEWSPAPER                ",,
"713","BURWELL TRIBUNE - NE                                        ","NEWSPAPER                ",,
"714","ERIE DISPATCH - PA                                          ","NEWSPAPER                ",,
"715","ERIE M__ D___ - PA                                          ","NEWSPAPER                ",,
"716","ERIE GAZETTE - PA                                           ","NEWSPAPER                ",,
"717","OHIO GENEALOGICAL SOCIETY NEWSLETTER                        ",,,
"718","CENTINEL OF FREEDOM - NEWARK NJ                             ","NEWSPAPER                ",,
"719","NEWARK MONITOR - NJ                                         ","NEWSPAPER                ",,
"720","BRADENTON HERALD - FL                                       ","NEWSPAPER                ",,
"721","GENIUS OF LIBERTY - MORRISTOWN NJ - 1798-1810               ","NEWSPAPER                ",,
"722","MORRISTOWN HERALD - NJ - 1811-1814 & 1816-1817              ","NEWSPAPER                ",,
"723","MEMORANDUM, THE - MORRISTOWN NJ - 1815-1816                 ","NEWSPAPER                ",,
"724","MORRIS COUNTY WHIG - NJ - 1834-1836                         ","NEWSPAPER                ",,
"725","OCEAN EMBLEM - TOMS RIVER NJ                                ","NEWSPAPER                ",,
"726","STATE GAZETTE - NJ                                          ","NEWSPAPER                ",,
"727","NEWARK DAILY ADVERTISER - NJ                                ","NEWSPAPER                ",,
"728","ELIZABETH GAZETTE - NJ                                      ","NEWSPAPER                ",,
"729","EMPORIUM & TRUE AMERICAN - TRENTON NJ                       ","NEWSPAPER                ",,
"731","NEWS BRUNSWICK WEEKLY - FREDONIAN NJ                        ","NEWSPAPER                ",,
"732","ADAMS COUNTY PRESS - FRIENDSHIP WI                          ","NEWSPAPER                ",,
"733","MOTION PICTURE GUIDE, THE                                   ","NASH & ROSS              ",,
"734","NEWS LEADER - RICHMOND VA                                   ","NEWSPAPER                ",,
"735","RICHMOND DISPATCH - VA                                      ","NEWSPAPER                ",,
"736","RICHMOND NEWS LEADER DISPATCH - VA                          ","NEWSPAPER                ",,
"737","SOUTHERN CHRISTIAN ADVOCATE                                 ",,,
"738","DAILY TELEGRAPH - COLUMBIA SC                               ","NEWSPAPER                ",,
"739","GAINSVILLE DAILY SUN - FL                                   ","NEWSPAPER                ",,
"740","SPECTATOR, THE - WELLSVILLE NY                              ","NEWSPAPER                ",,
"741","BUNNELL FAMILIES IN TIOGA COUNTY NY                         ","CHARLES E BUNNELL        ","1997","C600             "
"742","ERIE TIMES - PA                                             ","NEWSPAPER                ",,
"743","ERIE OBSERVER - PA                                          ","NEWSPAPER                ",,
"744","HISTORY OF FRANCESTOWN NH                                   ","COCHRANE & WOOD          ","1895",
"745","TACOMA NEWS TRIBUNE - WA                                    ","NEWSPAPER                ",,
"746","BOZEMAN DAILY CHRONICLE - MT                                ","NEWSPAPER                ",,
"747","TIME                                                        ","MAGAZINE                 ",,
"748","WAUPACA COUNTY POST - WI                                    ","NEWSPAPER                ",,
"749","BIOGRAPHICAL HISTORY OF NORTHEAST OHIO                      ","LEWIS PUB CO             ","1893","C463             "
"750","CHRISTIAN SCIENCE MONITOR                                   ","NEWSPAPER                ",,
"751","CLEVELAND PLAIN DEALER - OH                                 ","NEWSPAPER                ",,
"752","CONTEMPORARY AUTHORS                                        ","PUBLISHERS               ",,
"753","HISTORIC AMERICAN BUILDINGS SURVEY OF NJ                    ","LIBRARY OF CONGRESS      ",,
"754","WEST UNION RECORD - WV                                      ","NEWSPAPER                ",,
"755","EVENING TIMES - LITTLE FALLS NY                             ","NEWSPAPER                ",,
"756","EVENING TELEGRAM - LITTLE FALLS NY                          ","NEWSPAPER                ",,
"757","MORNING NEWS - ERIE PA                                      ","NEWSPAPER                ",,
"758","ESSEX ANTIQUARIAN - SALEM MA                                ","NEWSPAPER                ",,
"759","SHAWNEE PRESBYTERIAN CHURCH-MONROE CO PA                    ","OLD STONE MTG HSE        ",,"N425             "
"760","EXEMPLARY LIFE & CHARACTER OF JAMES BONNELL, ESQ            ","WILLIAM HAMILTON         ","1701","N7487            "
"761","HISTORY OF FLAGLER CO FL                                    ","JOHN A CLEGG             ","1987",
"762","FLINT JOURNAL - MI (ALSO ON LINE WWW.MLIVE.COM/FLINT/)      ","NEWSPAPER                ","    ","                 "
"787","HARTFORD COURIER - CT                                       ","NEWSPAPER                ",,
"788","NEWS GAZETTE - CHAMPAGNE/IL                                 ","NEWSPAPER                ",,
"789","MANCHESTER UNION - NH                                       ","NEWSPAPER                ",,
"790","COMMORATIVE & BIOGRAPHICAL RECORD WOOD CO OH                ","J H BEERS                ","1897","D535             "
"791","WHO'S WHO IN NY                                             ",,,
"783","MEMORIAL & BIOGR RECD OF COLUMBIA,SAUK & ADAMS CO/WI        ",,"1901","D607             "
"792","HISTORY OF NY CANALS-CHEMUNG CANAL                          ",,,"D611             "
"793","PROVIDENCE SUNDAY JOURNAL, THE - RI                         ","NEWSPAPER                ",,
"794","NJ FIRST CITIZENS & STATE GUIDE                             ","J J SCANNELL             ",,"D715             "
"795","BUNNELL/BONNELL FAMILY IN AMERICA, THE                      ","WM AUSTIN                ","1999",
"797","EL DORADO TIMES - KS                                        ","NEWSPAPER                ",,
"796","HISTORY OF FOND DU LAC CO WI                                ","WESTERN HISTORICAL CO    ","1880","B796             "
"798","HISTORY OF MADISON LODGE -  NJ                              ",,,
"800","AUSTIN AMERICAN-STATESMAN - TX                              ","NEWSPAPER                ",,
"801","PERU TRIBUNE - IN                                           ","NEWSPAPER                ",,
"802","FIRST PRESBYTERIAN CHURCH OF PLEASANT VALLEY-BIBLIOG        ","CHURCH PUB               ",,
"803","HISTORY OF DUTCHESS CO NY                                   ","JAMES H SMITH            ","1882","D978             "
"804","HISTORY OF PUTNAM CO NY                                     ","WM S PELLETREAU          ","1886","D982             "
"805","NAMES OF PERSONS  MARRIAGE LICENSES ISSUED IN NY b 1784     ","SEC OF ST OF NY          ","1860","D990             "
"806","RECORDS OF CHRIST CHURCH POUGHKEEPSIE NY                    ","HELEN W REYNOLDS         ","1916","D994             "
"807","FIRST REFORMED CHURCH FISHKILL NY                           ","JEAN D WORDEN            ",,"D996             "
"808","FIRST & SECOND REFORMED CHURCH POUGHKEEPSIE NY              ","JEAN D WORDEN            ","1992","D998             "
"809","OLD GRAVESTONES OF PUTNAM CO NY                             ","BARBARA SMITH BUYS       ","1975","E001             "
"810","OLD GRAVESTONES OF DUTCHESS CO NY                           ","POUCHER & REYNOLDS       ","1924","E010             "
"811","DUTCHESS, THE                                               ","DUTCHESS CO GEN SOC      ",,
"812","BURYING GROUNDS OF SHARON,/CT, AMENIA & NE/DUTCH CO/NY      ","L VAN ALYSTYNE           ","1983","E017             "
"813","PENNSYLVANIA GAZATTE, THE                                   ","UNIV OF PA               ",,"E032             "
"814","DAYTON DAILY NEWS - DAYTON/OH                               ","NEWSPAPER                ",,
"815","IDAHO STATESMAN, THE - BOISE/ID                             ","NEWSPAPER                ",,
"816","SACRAMENTO BEE - CA                                         ","NEWSPAPER                ",,
"817","HUNTERDON COUNTY NJ TAXPAYERS 1778-1797                     ","T.L.C. GENEALOGY         ","1990","E097             "
"818","SOME RECORDS OF OLD HUNTERDON COUNTY NJ 1701-1838           ","PHYLLIS B D'AUTRECHY     ",,"E103             "
"819","HEROES-US MARINE CORPS 1861-1955                            ","JANE BLAKENEY            ","1957","E110             "
"820","SUSSEX COUNTY NJ DEED ABSTRACTS - BOOKS A-B-C-D-E           ","CLYDE W DOWNING          ","----","E123A            "
"821","SOME HUNTERDON PLACE NAMES                                  ","HUBERT G SCHMIDT         ",,"E185             "
"822","GENEALOGY OF THE HORD FAMILY                                ","ARNOLD HARRIS HOED       ","1898","E188             "
"823","GENEALOGIES OF VIRGINIA FALILIES                            ","GENEALOGICAL PUB CO      ","1981","E193             "
"824","AN ILLUSTRATED HISTORY OF NORTH IDAHO                       ","WESTERN PUB CO           ","1903","E216             "
"825","VIRGINIA REVOULATIONARY PENSION APPLICATIONS                ","JOHN FREDERICK DORMAN    ","1966","C219             "
"826","MARRIAGES OF LOUDOUN COUNTY VIRGINIA 1757-1853              ","MARY ALICE WERTZ         ","1985","E221             "
"827","LOUDOUN COUNTY VIRGINIA MILITIA JOURNALS 1793-1829          ","DON BLINCOE SR           ",,"E223             "
"828","WHOS WHO IN MINNESOTA                                       ","HUGH L WHITE             ","1964","E240             "
"829","ORDER OF FOUNDERS & PATRIOTS OF AMERICA IN CALIFORNIA       ",,,"3467             "
"830","ANNUAL REPORT OF ADJUTANT-GENERAL STATE OF NY               ",,,"E265             "
"831","BUNNELL FAMILY - AN UNPUBLISHED MANUSCRIPT                  ","JOHN A BILES             ","1929",
"832","REGISTER OF NJ VOLUNTEERS                                   ",,"1863","E296             "
"833","COMMEMORATIVE BIOGRAPHICAL RECORD NE PA                     ","BEERS                    ","1900","E297             "
"834","NEW ENGLAND HISTORIC GENEALOGICAL SOCIETY REGISTER          ","NEHG                     ",,"E301             "
"835","TIFFIN DAILY TRIBUNE - SENECA CO/OH                         ","NEWSPAPER                ",,
"836","FT WORTH STAR-TELEGRAM                                      ","NEWSPAPER                ",,
"837","COLUMBIAN, THE - VANCOUVER/WA                               ","NEWSPAPER                ",,
"838","SEATTLE TIMES - WA                                          ","NEWSPAPER                ",,
"839","COUNCIL OF PROPRIETORS OF WESTERN DIV NJ-SURVEYS            ","COUNCIL RECORDS          ",,
"840","ABANDONED & SEMI-ACTIVE CEMETERIES OF KANSAS                ","DON L FORD               ","1985","6259             "
"841","LINESVILLE HERALD - LINESVILLE/CRAWFORD CO/PA               ","NEWSPAPER                ",,
"842","DIRECTORY OF CRAWFORD COUNTY PA  (1879-1880)- REPRINT       ","CLOSSON PRESS            ","1998","E406             "
"843","BIOGRAPHICAL & HISTORICAL RECORD JAY COUNTY INDIANA         ","LEWIS PUB CO             ","1887","E457             "
"844","WAUSHARA ARGUS - WAUTOMA/WI -PUB 1873-1899                  ","NEWSPAPER                ",,
"845","EVENING NEWS AND SENTINEL - COLEBROOK/NH                    ","NEWSPAPER                ",,
"846","DAILY JEFFERSONIAN - CAMBRIDGE/OH                           ","NEWSPAPER                ",,
"847","DAILY GUERNSEY TIMES - CAMBRIDGE/OH                         ","NEWSPAPER                ",,
"848","HISTORY OF CHAUTAUQUA COUNTY NEW YORK                       ","ANDREW W YOUNG           ","1990","E620             "
"849","HISTORY OF CHAMPAIGN COUNTY OHIO                            ",,,"E642             "
"850","LOVELAND REPORTER HERALD - CO                               ","NEWSPAPER                ",,
"851","PULASKI C JOURNAL - IN                                      ","NEWSPAPER                ",,
"852","LOYALISTS IN THE SOUTHERN CAMPAIGN                          ",,,
"853","TRIBUNE-HERALD - GATESVILLE/TX                              ","NEWSPAPER                ",,
"854","GATESVILLE MESSENGER, THE - TX                              ","NEWSPAPER                ",,
"855","CONNECTICUT DIVORCES - LITCHFIELD 1752-1922                 ","FERRIS & KNOX            ","2000","E713             "
"856","CLINTON COUNTY REPUBLICAN - PA                              ","NEWSPAPER                ",,
"857","CLINTON COUNTY DEMOCRAT - PA                                ","NEWSPAPER                ",,
"858","LOCK HAVEN EXPRESS - PA                                     ","NEWSPAPER                ",,
"859","ELIZABETH DAILY JOURNAL - NJ                                ","NEWSPAPER                ",,
"860","AMERICAN NAIVE PAINTINGS                                    ",,,
"861","GENEAL OF THE LUM FAMILY                                    ","EDWARD H LUM             ","1927","E756             "
"862","HOUSTON CHRONICLE - TX                                      ","NEWSPAPER                ",,
"863","URBANA DAILY CITIZEN - OH                                   ","NEWSPAPER                ",,
"864","COLUMBUS DISPATCH - OH                                      ","NEWSPAPER                ",,
"865","MINUTES OF THE PROVINCIAL CONGRESS & COUNCIL OF SAFETY OF NJ","STATE OF NJ              ","1879","E828             "
"866","HUNTERDON COUNTY DEMOCRAT - NJ                              ","NEWSPAPER                ",,
"867","DEMOCRAT & CHRONICLE - ROCHESTER/NY                         ","NEWSPAPER                ",,
"868","COLUMBUS DAILY ADVOCATE - KS                                ","NEWSPAPER                ",,
"869","ORANGE JOURNAL - NJ                                         ","NEWSPAPER                ",,
"870","RECORDS OF THE GOVERNOR & COMPANY MA BAY                    ","N B SHURTLEFF-EDITOR     ","1853",
"871","VITAL RECORDS OF NEW HAVEN CT TO 1850                       ","N H HISTORICAL SOC       ",,
"872","DAUGHTERS OF UTAH PIONEERS OBITUARY SCRAPBOOK               ",,,"F444             "
"873","IDAHO COUNTY FREE PRESS - ID                                ","NEWSPAPER                ",,
"874","CHARLESTON OBSERVER - SC                                    ","NEWSPAPER                ",,
"875","LEAVENWORTH TIMES - KS                                      ","NEWSPAPER                ",,"F951/G360        "
"876","JOURNAL OF GENEALOGY & LOCAL HISTORY - PA                   ","SUSQUEHANNAH CO HIST SOC ",,"G487             "
"877","NORWICH BULLETIN - CT                                       ","NEWSPAPER                ",,
"878","MONTGOMERY CITY STANDARD                                    ","NEWSPAPER                ",,
"879","BIOGR & GENEALOGICAL RECORD OF LA SALLE & GRUNDY CO IL      ",,"1900","G565             "
"880","SOUTHERN CHRISTIAN ADVOCATE                                 ","NEWSPAPER                ",,"G111             "
"881","CHRONICLES OF FIRST PLANTERS OF COLONY OF MA BAY 1623-1636  ","ALEXANDER YOUNG          ",,"B579-O1          "
"883","COLUMBIAN CENTINEL - BOSTON                                 ","NEWSPAPER                ",,
"884","INSCRIPTIONS MONROE COUNTY PA CEMETERIES                    ","UNKNOWN                  ",,
"885","COURIER, THE - FINDLAY/OH                                   ","NEWSPAPER                ",,
"886","TELEGRAM, THE - ST JOHN'S/NEWFOUNDLAND/CANADA               ","NEWAPAPER                ",,
"887","HISTORY OF CLINTON COUNTY, INDIANA                          ","JOSEPH CLAYBAUGH         ","1913","G614             "
"888","NEW HAVEN GENEALOGICAL MAGAZINE - SUCCEEDED B103 -LATER B527",,,
"889","TACOMA DAILY LEDGER - WA                                    ","NEWSPAPER                ",,
"890","BUFFALO REFLEX - GUERNSEY CO/OH                             ","NEWSPAPER                ",,
"891","BALTIMORE SUN, THE - MD                                     ","NEWSPAPER                ",,
"892","STAR-BEACON - ASHTABULA/OH                                  ","NEWSPAPER                ",,
"893","CONNEAUT NEWS-HERALD - CONNEAUT/OH                          ","NEWSPAPER                ",,
"894","TEWKSBURY ADVOCATE                                          ","NEWSPAPER                ",,
"895","LONGWORTH'S AMERICAN ALMANAC                                ","D LONGWORTH              ",,
"896","ASHTABULA STARBEACON - OH                                   ","NEWSPAPER                ",,
"897","PANTAGRAPH, THE - BLOOMINGTON/IL                            ","NEWSPAPER                ",,
"898","ELMIRA DIRECTORY - NY                                       ","BOYD                     ",,
"899","HISTORY OF CHEMUNG COUNTY (PA)                              ","TOWNER                   ","1892","G995             "
"900","HANFORD'S TIOGA COUNTY (PA) DIRECTORY                       ","HANFORD                  ",,"G995             "
"901","PIONEER & PATRIOT FAMILIES OF BRADFORD COUNTY PA            ","CLEMENT F HEVERLY        ","1913","B996             "
"902","HISTORY OF SEVEN COUNTIES-BRADFORD COUNTY/PA                ","ELMIRA WEEKLY GAZETTE    ","1885","G996             "
"903","KENTUCKY CEMETERY RECORDS                                   ","KY SOC DAR               ","1960","G969             "
"904","NORTHWEST MISSOURI GENEALOGICAL JOURNAL                     ","NW MO GEN SOC            ",,"H011             "
"905","EVENING TRIBUNE, THE - HORNELL/NY                           ","NEWSPAPER                ",,"H048B/HO52/H053  "
"907","BOOTHBAY REGISTER, THE - ME                                 ","NEWSPAPER                ",,
"908","PRESS-ENTERPRISE, THE - RIVERSIDE/CA                        ","NEWSPAPER                ",,
"909","CHARLESTON GAZETTE,THE - IN                                 ","NEWSPAPER                ",,
"910","ADVOCATE, THE - BATON ROUGE/LA                              ","NEWSPAPER                ",,
"911","OROGONIAN, THE - PORTLAND                                   ","NEWSPAPER                ",,
"912","LAS VEGAS REVIEW-JOURNAL                                    ","NEWSPAPER                ",,
"913","McCOOK DAILY GAZETTE - NE                                   ","NEWSPAPER                ",,
"914","WINFIELD DAILY COURIER - KS                                 ","NEWSPAPER                ",,
"915","ASHLEY COUNTY LEDGER - AR                                   ","NEWSPAPER                ",,
"916","DISPATCH, THE - ROCK ISLAND/IL                              ","NEWSPAPER                ",,
"918","TIMES-REPORTER, THE - NEW PHILADELPHIA/OH                   ","NEWSPAPER                ",,
"919","FARMINGTON INDEPENDENT - MN                                 ","NEWSPAPER                ",,
"920","QUAD-CITY TIMES - ROCK ISLAND/IL                            ","NEWSPAPER                ",,
"921","CRAWFORDSVILLE JOURNAL REVIEW - IN                          ","NEWSPAPER                ",,
"922","CRAWFORDSVILLE DAILY JOURNAL - IN                           ","NEWSPAPER                ","    ","                 "
"923","CRAWFORDSVILLE WEEKLY JOURNAL - IN                          ","NEWSPAPER                ",,
"924","DAILY DISPATCH - CRAWFORDSVILLE/IN                          ","NEWSPAPER                ",,
"925","MESSENGER CRIER - CRAWFORDSVILLE/IN                         ","NEWSPAPER                ",,
"926","CRAWFORDSVILLE EVENING ARGUS - IN                           ","NEWSPAPER                ",,
"927","CRAWFORDSVILLE RECORD - IN                                  ","NEWSPAPER                ",,
"928","CRAWFORDSVILLE WEEKLY REVIEW - IN                           ","NEWSPAPER                ",,
"929","CRAWFORDSVILLE WEEKLY ARGUS NEWS                            ","NEWSPAPER                ",,
"930","NEW PHILADELPHIA TIMES - OH                                 ","NEWSPAPER                ",,
"931","CALHOUN CHRONICLE, THE - WV                                 ","NEWSPAPER                ",,
"932","TIMESDAILY - FRANKLIN CO/AL                                 ","NEWSPAPER                ",,
